2227,German politician
8087,Independent Spirit Award
1824,carbonate mineral
10729,national association football team
7459,one of the most important literature and personality prizes in Germany
4427,member of the Swiss Federal Council (1924-2008)
6613,Serbian writer
6496,actress
8408,French-American artist (1911-2010)
6423,American tennis player
3217,General Secretary of the Communist Party of the Soviet Union (1914-1984)
5268,"former commune in Savoie, France"
10210,"Association football club in Vitoria-Gasteiz, Spain"
11611,Hungarian association football club
7708,Chinese actress
4759,Greek politician
2342,American actor
11331,Spanish association football player
9270,class of award
1067,"commune in Val-d'Oise, France"
3618,Shadow Cabinet office
4667,Longest reigning dictator of Pakistan (1924-1988)
3411,"castle in Oiron, France"
8904,Jamaican-born Canadian writer
1702,Azerbaijani chess player
298,city in Belarus
8781,
8507,English actor and playwright
6429,Belgian cycling award
178,capital and largest city of the United Kingdom
8780,Czech cross country skier
11972,Lithuanian footballer
12428,Northern Irish footballer and manager (born 1957)
8851,Mexican actress (1924-2002)
6675,Primetime Emmy Award
3315,"minaret in Xinjiang, China"
4993,"former commune in Maine-et-Loire, France"
6630,economics prize
12315,Brazilian association football player
7470,award
9304,award
4765,Spanish diplomat and writer (1863-1950)
1880,degree in German-speaking countries equivalent to an MBA
11670,Italian footballer
8984,"annual award for writing a book for young adults, from U.S. librarians"
8325,American astronomer
6385,award
2770,German chemist (1838-1904)
6101,architecture prize
6989,Hungarian conductor
277,"commune in Haut-Rhin, France"
1068,Italian comune
7287,basketball player
7803,best screenplay not based upon previously published material
9377,English poet and novelist (1895-1985)
11271,Polish footballer
5162,cycling team
12383,Croatian football goalkeeper
2704,academy that sought to professionalize the artists working for the French court
7364,German film director (1906-1984)
845,federal subject of Russia
10933,English footballer (born 1993)
8562,2010 album by Katy Perry
6295,American molecular biologist
2513,
9434,activity that consists of the building or assembling of a building or infrastructure
10622,football club in South Korea
3714,head of state and of government of the U.S. state of Florida
10327,association football club
1838,physicist
1811,sulfate mineral
8052,Pulitzer Prize awarded for a distinguished example of breaking news
5126,"former commune in Allier, France"
4814,British politician (born 1950)
1096,"frazione in Primiero San Martino di Castrozza, Italy"
11629,Georgian footballer
7696,
4588,British politician (born 1960)
2825,governing body of association football in South America
9373,"British comedian, actor, writer, presenter, and activist"
1884,German politician
7154,Chinese-American experimental physicist
6150,one of the Academy Awards of Merit
11373,Israeli former association footballer and head coach
11378,"association football club in Paris, France"
1118,Italian comune
9062,Spanish architect
7731,
668,Italian comune
4481,representative elected by the voters in Canada (historical)
852,city in the West Bank
3810,head of state and government of Argentina
12084,German footballer
4558,French politician (1897-1974)
9145,Italian region
6418,"the highest technical award made solely by the IEEE Computer Society where selection of the awardee is based on the ""highest level of technical accomplishment and achievement"""
452,autonomous province of Serbia
8171,Set Decorator
9098,Swiss award
621,"commune in Meurthe-et-Moselle, France"
317,former province of Thailand
2470,French film director (1922-2014)
11828,Swiss footballer
10033,association football team in Turkey
7471,music award
6025,scholarly award
5540,"American jazz musician, author, and activist"
10353,association football club
8920,"American playwright, theatre director, screenwriter (1917-2011)"
10335,Swedish football club
1784,"CNMNC/ CNMMN status (IMA, 1959 onwards) for a mineral that is approved"
6137,Puerto Rican band
9027,Japanese artist (1888-1955)
9332,
9650,"association football club in Bury, Greater Manchester"
387,town in Russia
6257,award
6842,award from the Geological Society of London
95,canton in the department of Ain in France
10314,association football club in Belgium
9024,Governor of South Australia (1971-76)
1039,French department
11914,Scottish footballer (born 1962)
681,"metropolitan city in Campania, Italy"
3717,head of state and of government of the U.S. state of New York
12100,German footballer (1920-1991)
1669,"commune in Ain, France"
11204,Finnish footballer
96,"commune in CÃ´te-d'Or, France"
1668,"commune in Hauts-de-Seine, France"
2953,American classical philologist
11131,Czech soccer player
8643,Czech footballer
1188,"commune in Bas-Rhin, France"
5931,literary award
2256,Australian actor
1761,German chess grandmaster
1187,"commune in Bas-Rhin, France"
2677,sovereign state in Western Asia
4797,British politician (born 1953)
7887,award
10299,association football club in Serbia
7118,American actress (1907-2003)
5694,Mexican manager and former footballer
3186,composer and conductor (1887-1963)
4855,Bohemian king
5416,Jewish Austrian Holocaust survivor and Nazi hunter
2045,monarchy in Europe (1282â€?918)
4209,Polish military and political leader (1881-1943)
11933,Belgian footballer
1975,capital and largest city of Hungary
516,"commune in Ain, France"
7802,award for concert/performance films or music documentaries
917,canton of France (until March 2015)
2171,"city in West Midlands, England"
545,first-level administrative division of Russia
7496,German chemist
5056,"former commune in VendÃ©e, France"
2173,intergovernmental military corps
2178,City in Silesian Voivodeship with powiat rights of Poland
5250,"former commune in Maine-et-Loire, France"
4615,Union Army General (1828-1900)
4917,political office
7117,Italian actress
8527,Norwegian cross-country skier
382,"commune in Nord, France"
10672,Brazilian football player
9175,annual award given by the International Press Academy
6827,Tony Award
8792,1980 film directed by Louis Malle
3254,"castle in Brissac Loire Aubance, Maine-et-Loire, France"
7029,award
11695,Scottish association football player and manager (born 1947)
2128,country in Central and Southeast Europe (1945â€?992)
6030,order
9783,Brazilian sports club
7312,2009 film by Jacques Audiard
9744,association football team from Rio de Janeiro
5240,"former commune in LozÃ¨re, France"
11850,German footballer
2098,cycling team (2004-2008)
4468,Former 3rd Prime Minister of Malaysia (1922-1990)
1518,"commune in Meurthe-et-Moselle, France"
11561,Hungarian football player
224,"commune in Meurthe-et-Moselle, France"
10355,association football club in the Netherlands
9414,Finnish academic
337,"commune in Ille-et-Vilaine, France"
11440,Austrian association football player
7912,
7660,"2010 animated film directed by Fernando Trueba, Javier Mariscal and Tono Errando"
5413,Hungarian filmmaker
5901,award for association football players
10351,association football team in Brazil
7609,presented annually at the British Academy Film Awards
10700,Spanish footballer
1095,Italian comune
10080,Brazilian footballer
11691,French footballer
4953,British politician (1836-1914)
548,Italian comune
4118,American politician (1906-1986)
9442,act or ceremony of placing a ship in active service
1248,"commune in Moselle, France"
4817,Israeli politician
4652,President of Kosovo (1944-2006)
11139,Italian association football player and manager
10212,German footballer
685,French department
2639,The governing body of football in the British Virgin Islands.
9518,human settlement
11584,Spanish association football player
8210,Electrical engineer and physicist (1849-1945)
3223,English architect (1632â€?723)
3316,house designed by architect Frank Lloyd Wright in Pennsylvania
7805,
12266,Portuguese footballer
6881,American philosopher and mathematician
10361,Brazilian footballer
2204,"Mayor of Meudon at different times, first from 1912 to 1922, then from 1925 to 1929, finally from 1936 to 1940"
8703,award
2323,Indian actress
7780,cinematographic award
12144,Norwegian footballer
3333,"buildings, structures, sites, or places in California determined to have historical significance"
5746,"Indian fim actor, producer, director and teacher"
328,"commune in Ain, France"
1023,settlement in the italian municipality of Scarperia e San Piero
106,"district in Leningrad Oblast, Russia"
3096,German politician
4369,Greek politician
5760,American actor
3882,member of parliament who leads a group within it
1435,"commune in Haut-Rhin, France"
6884,Russian politician (1786-1862)
6106,literary award
1961,capital city of Lesser Poland Voivodeship in southern Poland
6726,American physicist
5140,"former commune in IsÃ¨re, France"
5063,"former commune in Pas-de-Calais, France"
2561,sports club
6697,Royal Institute of British Architects award
2316,"Brazilian film director, actor and writer"
3675,German head of government in 1919-1933
7108,Austrian-born American film director (1907-1997)
2909,Mathematician and astronomer (1736â€?813)
3992,British politician (1946-2021)
7591,American science award
3329,castle
5281,"former commune in Dordogne, France"
10187,"association football club in Huddersfield, England"
9604,"association football club in Derby, England"
8771,American astronomer and physicist
9846,"association football club in Hull, England"
6607,French film director
1958,capital city of Bosnia and Herzegovina
2082,state in Southern Europe from 1324 to 1861
8366,Japanese writer
4189,Prime Minister of Saint Lucia
3369,"steamboat owned and operated by the city of Louisville, Kentucky"
8570,
7253,the third most prestigious prize at the annual Cannes film festival
11070,association football club in Finland
3036,French archaeologist
4062,Cabinet position in Germany
5844,semi-annual Japanese literary award
7489,award
10664,sports club in Argentina
8596,"highest award of ASME for ""eminently distinguished engineering achievement"""
12474,Hungarian football player
3310,plantation
1408,Italian comune
8836,
12148,Spanish footballer
1775,"perovskite structure, arsenide mineral"
6366,
11027,Canadian professional soccer team
2415,Canadian actor (born 1935)
9252,
7861,literary award by the science fiction and fantasy magazine Locus
7890,American actress
11527,Italian footballer (1953-2012)
7116,German literary award
97,canton in France
11553,Japanese association football club
5932,French climatologist
10304,Scottish footballer (born 1966)
2121,"town in Saxony, Germany"
8678,South African actor
10649,"association football club in Craiova, Romania"
6135,American jazz pianist and composer (1899â€?974)
8161,German mathematician
5098,"part of the municipality SÃ¼dheide, Celle district, Lower Saxony, Germany"
1949,"town in Baden-WÃ¼rttemberg, Germany"
640,Italian comune
10545,"association football club in Bucharest, Romania"
6997,
1743,Russian chess player
2891,official football governing body in Honduras
841,"comune in Province of Naples, Italy"
10408,association football club in Brazil
2632,French historian (1848-1911)
8580,literary award
6381,annual award
1932,"capital of Anhui province, China"
6867,award
7661,
2750,country in Central Africa
2378,"American film, television and stage actress (1908-1989)"
5745,"Indian actor, director, and writer-playwright"
8216,1987 film directed by John Duigan
6258,American mathematician
1952,Italian comune
1483,
3003,French mathematician
673,"former commune in Seine, France"
4243,German politician (CDU)
1549,"commune in Ille-et-Vilaine, France"
4307,Belgian diplomat and politician (1855-1934)
745,City with powiat rights of Poland
5657,"association football club in San SebastiÃ¡n, Spain"
8795,Mozambican humanitarian activist and politician
9791,Brazilian sports club based in Rio de Janeiro
3686,British politician (born 1944)
3093,Soviet physicist (1903-1994)
7330,science fiction award presented between 1953 and 1972
3164,individual not affiliated to any political party
10966,Czech footballer
561,"commune in Ain, France"
4943,"Australian politician, fifth Prime Minister of Australia (1862-1928)"
2162,1501â€?736 Iranian Empire
9972,German footballer
9818,under-21 association football team representing Spain
4512,
956,administrative division (voblasÄ‡) in Belarus
8548,British mathematician (1877â€?947)
3,
1141,"commune in Bas-Rhin, France"
10995,association football club in Croatia
145,"commune in Meurthe-et-Moselle, France"
5780,"Italian film director, screenwriter and producer"
7142,natural scientific and technical award
6337,Prize given jointly by the Mathematical Programming Society and the American Mathematical Society for outstanding papers in discrete mathematics
5172,"former commune in Lot, France"
11107,French cycling team
5734,Serbian politician and writer (1921-2014)
7467,Anglo-German scientific exchange
4816,British Conservative politician (born 1957)
9448,chÃ¢teau
8010,award
12326,Turkish footballer
2502,United States honorary society and policy research center
2327,Italian novelist and screenwriter
7188,
8217,
11969,Irish association football player (born 1970)
5457,American rock band
6569,
473,Italian city
8731,American actress
217,"commune in Val-d'Oise, France"
5028,municipal divisions of Italy
12313,Hong Kong footballer (born 1963)
12142,Angolan footballer
878,Italian comune
6950,television award in Austria
5368,Italian rock band formed in Milan in 2002
1475,Italian comune
12305,Argentine footballer
11216,Dutch footballer
3999,British politician (born 1974)
3375,castle
3713,American politician and diplomat (1790-1856)
207,province of Finland (1775â€?009)
9951,Austrian footballer
2151,former Balkans republic country (1992-2003)
8405,German physicist
1530,historical area
11129,Colombian footballer
2004,"commune in the metropolis of Lyon, France"
266,"commune in Yvelines, France"
12075,Austrian association football manager and former player
11109,British footballer (born 1984)
6759,American broadcast journalist (1916-2009)
2485,political and economic union of 27 European states
6959,Third highest civilian award of India
7480,annual Canadian music award
689,former municipality in Austria
3531,British politician (born 1941)
9188,Japanese bacteriologist (1873-1938)
3758,American politician (1906-1998)
4660,King of Morocco (1909-1961)
965,"commune in Essonne, France"
4430,Wikimedia list article
9643,oldest football club in Czech Republic
3357,"abbey located in Aisne, in France"
5864,Polish-born American plant physiologist (1910-1994)
1368,"commune in Bas-Rhin, France"
1406,"district of Remlingen-Semmenstedt, Germany"
10941,Austrian footballer
7387,
6139,Latin Grammy Award category
429,German district of North Rhine-Westphalia
4015,President of Fiji (1920-2004)
9335,
3037,French neuroscientist
5587,men's national association football team representing Morocco
12500,Argentine sports club
7682,order
10100,association football club in Finland
2215,Nepalese politician and former Prime Minister of Nepal
5816,third rank of the French Legion of Honour
5935,fourth rank of the French Legion of Honour
571,"commune in Territoire de Belfort, France"
6628,literary award
11458,Belgian association football player
533,"municipality in Murtal District, Styria, Austria"
11970,Italian footballer
4488,Peruvian Prime Minister (1863-1932)
8040,American achievement award
11184,Montenegrin association football player
3178,Soviet military commander (1895-1970)
1314,"commune in Moselle, France"
4904,politician from Northern Ireland (born 1960)
1490,"commune in Ain, France"
2913,Serbian writer
1311,"commune in Moselle, France"
1312,"commune in Moselle, France"
1313,"commune in Moselle, France"
10692,sports club in Poland
12552,Polish poet
7532,1989 film directed by Oliver Stone
7381,
8873,American ballerina (1925-2013)
2200,Danish politician and mathematician (1812-1893)
11921,footballer
7975,American chemist
5190,"district in Khon Kaen province, Thailand"
11067,Brazilian association football player
11522,Irish footballer
4109,German politician
11981,Latvian footballer
5348,"former municipality of Finland, now part of Eurajoki"
2670,Romanian linguist (1888-1986)
5826,American ornithologist and molecular biologist (1917-1998)
11154,association football club in Russia
2140,"village in Alba County, Romania"
9767,"association football club in Belo Horizonte, Brazil"
5129,"former commune in Sarthe, France"
4959,New Zealand politician (1869-1947)
11213,Peruvian footballer
10559,national association football team
6654,
2496,multilateral export control regime established in 1985 to help member countries identify exports needing control so as to prevent the spread of chemical and biological weapons
4267,Estonian politician
12373,Italian association football player
4540,Italian politician
12124,French footballer
3028,university in Germany
9892,albanian football club based in Tirana
4730,vice president of the United States from 1817 to 1825
11592,Venezuelan footballer
2717,American classical philologist
9082,"Cuban poet, writer and dissident"
1822,sulfide mineral
5911,Russian mathematician
12312,Italian footballer
4786,British politician (born 1975)
10204,association football club in the Czech Republic
2474,British actress
2364,Finnish actress (1932-2022)
6099,historical reissue of pop albums
7270,IET award
7131,award given to arrangers of musical pieces
1266,"commune in Moselle, France"
128,"commune in Meurthe-et-Moselle, France"
5995,order of chivalry of the Russian Empire
2239,German politician
130,"commune in CÃ´te-d'Or, France"
215,Italian comune
3157,German judge
11160,Uruguayan footballer
6338,
3939,public elective office; head of state and head of government of Bolivia
5432,"All-American college football player, professional football player, defensive lineman, defensive end"
5831,US award for contribution to the science of psychology
7691,civil and military decoration of the Netherlands
12531,German public university
3244,capital of FalcÃ³n State and the oldest city in the west of Venezuela
7040,Austrian scholarship
8353,American playwright and novelist (1897â€?975)
10406,Brazilian association football player
12271,footballer
10789,defunct Italian football club based in Vicenza
6194,
6605,award
11685,Swedish football player
2169,"human settlement in Kozmodemyansk Urban Okrug, Mari El Republic, Russia"
7171,science award
2789,French architect
7425,cultural prize awarded by the German town of Freiburg im Breisgau
7125,German chemist
1402,"city in the district of Aachen, in North Rhine-Westphalia, Germany"
2182,Spanish politician
2003,"city in the region of Finland Proper, Finland"
6368,award honouring individuals and groups of people who have dedicated their lives to the defense of human rights and freedom of thought
11829,Paraguayan footballer
8591,award
6376,award
2829,Spanish writer
2788,name used by Taiwan in international organizations and events
2216,public post
2030,town in Slovakia
2640,German mathematician
8421,German inventor (1923-1996)
6403,Swedish award for pharmacy
462,"commune in Haut-Rhin, France"
2989,"public university in Berkeley, California"
9711,Japanese football club
8496,German-born American physicist
6040,
4320,
2874,"French philosopher, mathematician, and political scientist (1743-1794)"
10527,Hungarian association football club
12379,Italian footballer
8135,Czech writer and playwright
4964,Spanish politician
4255,French Guiana politician (1884-1944)
9487,baseball draft of amateur players by Major League Baseball
7652,American engineer
11963,Italian footballer
11657,Argentine association football player
5439,American rock band
8702,American basketball player
3947,QuÃ©bÃ©cois politician and journalist
1913,city and prefecture of the Gard department in the Occitanie region of Southern France
559,
10954,Chinese association football club
8620,
7164,
2282,American actor (1930-2017)
9367,
11136,association football club in Romania
9184,award
6750,Japanese chemist
2668,sovereign state in South America
7276,
8268,
10615,"Italian football club based in La Spezia, Liguria"
2492,World Bank Group member financial institution
4451,Estonian cabinet position
4011,ordained or consecrated member of the Christian clergy
10439,American professional men's cycling team
572,canton of France
7453,physicist
7241,Bavarian literary award
7450,German physicist (1875-1953)
9268,German physician (1858-1931)
2766,
3018,Political scientist and sociologist (1903-1986)
6032,Canadian poet and singer-songwriter (1934â€?016)
11394,German footballer
11607,Spanish footballer
1894,German and later American aerospace engineer and space architect
9574,"association football club in Bari, Italy"
11711,Turkish footballer
10668,Brazilian footballer
12055,German footballer (1939-1995)
3895,title used by British monarchs from 1 May 1876 to 22 June 1948
758,"capital city of the Chechen Republic, Russia"
2248,"American actor, director and photographer (1926-1998)"
2687,sovereign state in South Asia
3446,president of the College of Cardinals
5407,American actor
1562,Italian comune
10981,association football club
7325,Dutch annual music prize
12462,Turkish footballer
7997,Italian mathematician
10259,South Korean association football player
11529,German football player and coach
8226,award
5359,"former commune in Calvados, France"
6741,Swedish order of chivalry
6149,Scottish actor (1930â€?020)
481,city and federal state in the North of Germany
3541,15th Prime Minister of India
3610,elected representative to the House of Representatives of the Philippines
7864,American chemist
8626,American actor (1920â€?000)
8449,Australian sprinter
6512,economics award
11093,Argentine association football player and manager chivas 2022-2025
11510,Serbian football player
5362,"former commune in Manche, France"
560,
4901,"United States admiral, ambassador to France, Chief of Staff (1875-1959)"
7454,award
11228,Belgian footballer
11985,Hungarian football player (1949-2020)
10481,Welsh association football player (born 1990)
11771,Norwegian footballer
1051,"commune in Territoire de Belfort, France"
10320,association football club in Romania
7129,"an award to scholars for excellence in the areas of natural science, technology, medicine, epistemology, humanities and social sciences"
5387,
2425,Canadian-American actor (1911-2003)
11265,Brazilian footballer and manager
876,"commune in Territoire de Belfort, France"
5854,
1184,"commune in Bas-Rhin, France"
11417,South Korean footballer
1660,canton of France
3131,"British political party, 1859â€?988"
7655,Danish computer scientist
1185,"commune in Bas-Rhin, France"
9282,
2389,English actress (1927-1959)
250,"commune in Essonne, France"
11367,association football club in Romania
5317,"former commune in Manche, France"
6110,
11788,Brazilian footballer
4863,"DÃ©putÃ©e de l'IsÃ¨re, Minister of Higher Education and Research"
10718,Spanish association football team
1079,former municipality in Austria
104,town in Russia
4802,British politician (born 1949)
8734,American actress and Playmate (1933â€?967)
8387,
3444,member of Israeli parliament
5961,
10542,Danish association football player
1531,"commune in Ain, France"
2304,Norwegian handball player
9496,Major League Baseball pitcher in the Los Angeles Dodgers organization
12130,Brazilian footballer
10083,association football club in Russia
11823,Italian footballer
5975,1st class of the Military Order of William
2293,American actor and director (born 1950)
5919,Canadian rock band
6533,
10042,national association football team
8541,American physicist (1912-1997)
6085,award
6214,bestowed by The Raoul Wallenberg Committee of the United States
798,second-level administrative subdivision (raion) of Belarus in the Minsk Region
5064,"former commune in Haute-Loire, France"
2159,"town in the Republic of Karelia, Russia"
6243,French mathematician (1789â€?857)
2748,Nazi Party's original paramilitary wing
2189,"Danish politician and Prime Minister of Denmark, 1950â€?953"
6695,award for best American football college player of the year
3392,"cathedral located in Oise, in France"
10,One of the Three Kingdoms of China (222-280)
8817,American geneticist
3668,party leader in Germany
9193,
1681,Latvian chess player
1122,German district of Saxony-Anhalt
12460,Romanian footballer
6136,award for the highest achievement of an American of African descent
6221,"state award of the Russian Federation, since 1994"
3296,city hall
10833,"professional football club based in Dnipropetrovsk, Ukraine"
10038,national association football team
1088,human settlement in Russia
1242,"commune in Bas-Rhin, France"
7051,award
6536,literary award in Finland
8748,
3323,UNESCO world heritage
6479,
4658,former President of Argentina (1983-89)
7504,German literary award
3546,law officer of the Monarch of England and Wales
8129,
8715,American actress
1563,"commune in Meurthe-et-Moselle, France"
9070,American economist
12090,Scottish footballer
7102,"Japanese animator, film director, and mangaka (1941-)"
12523,historical academic institution
12015,Ivorian footballer
9851,"association football club in Burnley, England"
9886,association football club in Austria
190,Italian metropolitan city
9002,annual acting award
8523,
6702,"honorary title, state award of the RSFSR"
10133,"association football club in Horwich, England"
9873,"association football club in Falmer, England"
2560,archaeological research institute
6091,"Dutch screenwriter, television director, writer, translator, illustrator, animator, poet, film director, voice actor and draughtsperson"
11118,Spanish football player and manager
10654,association football club in France
8882,Dutch linguist
551,administrative division of Nazi Germany in occupied Ukraine
6745,
79,town in Russia
5107,"former commune in Savoie, France"
8219,
9426,"Italian painter, writer, politic and anti-fascist (1902-1975)"
2547,German classical philologist
9786,Brazilian association football player
6267,award
10090,Swiss footballer
8769,international literary award
6642,non-fiction writing award
6319,
6280,
9702,national association football team
1687,German chess grandmaster (1925-2006)
912,former State of the Holy Roman Empire and part of the Habsburg Netherlands
4462,Representative elected by the voters in Iran
2895,British surgeon and antiseptic pioneer (1827-1912)
12228,Ukrainian footballer
2781,committee of the German Bundestag
12070,Austrian footballer
8885,American astronomer
10185,"association football club in Luton, England"
92,town in Russia
4981,five countries influential in world affairs
105,"human settlement in Luzhsky District, Leningrad Oblast, Russia"
4995,state that is a participant in the treaties of the European Union (EU)
10060,"association football club in Stockport, England"
2679,German mathematician
4568,Greek academic and politician
474,"commune in Val-d'Oise, France"
12321,Czech football forward
4185,Head of Government of Lithuania
10021,German footballer and manager
10710,Serbian professional football manager and former footballer
185,"commune in Meurthe-et-Moselle, France"
2505,academy of sciences
6576,French naturalist and explorer (1902-2000)
427,canton of France (until March 2015)
12466,Czechoslovak soccer player and politician
5155,Cycling team
3104,Czech political party
10925,Danish association football club
9421,French writer
12293,Italian association football player
2736,German orientalist
10448,Uruguayan footballer
8328,award
2936,Greek physicist
3961,highest political office in Ecuador; head of state and head of government of Ecuador
1940,"commune in Puy-de-DÃ´me, France"
1717,German chess player
9905,association football club in Germany
11462,Azerbaijani association football player
10829,"association football club in Maastricht, Netherlands"
9698,Dutch association football team
11383,association football club
5231,"former commune in Eure-et-Loir, France"
520,"commune in Nord, France"
5414,French architect and designer (1901-1984)
4655,minister of Spain
5119,geographical object
11495,"soccer club in Portland, Oregon, USA"
8534,
6077,
6076,
9365,Swiss writer (1910-1990)
415,Italian comune
9,former country (937â€?76)
7023,international humanitarian medical non-governmental organisation
4960,Catholic cardinal
11647,Swiss footballer
6069,an award administered by the American Physical Society
3335,North Sea inlet at the border of Belgium and the Netherlands
12170,Northern Irish association football player (born 1979)
5337,castle in Sweden
7295,
8725,Australian actress
2992,governing body of the Armenian Apostolic Church
7754,award from the International Press Academy
4192,Estonian politician
4428,"Finnish politician, Prime Minister of Finland (1881-1966)"
4958,head of state and of government of the U.S. state of Colorado
12194,Russian footballer
4357,
11357,Tunisian association football club
4271,East German bicycle racer and politician
10898,Spanish footballer
8499,American actor
1149,"commune in Bas-Rhin, France"
7753,illustrator and movie conceptual designer
146,"commune in Meurthe-et-Moselle, France"
1148,"commune in Bas-Rhin, France"
1147,"commune in Bas-Rhin, France"
1146,"commune in Bas-Rhin, France"
1870,Russian mathematician (1804-1889)
5412,American poet
8711,award
436,"town in Moscow Oblast, Russia"
12426,Polish footballer
6837,award in recognition of distinguished contributions to the field of applied mechanics
6208,"French philosopher, social theorist and activist (1908â€?986)"
4161,American politician
4110,"American politician, Governor of Massachusetts (1847-1900)"
4168,position
10186,"association football club in Yeovil, England"
2645,German historian and epigrapher (1926â€?018)
12518,"eminent place of artistic education in France, located in the heart of Saint-Germain-des-PrÃ©s, and just a short distance from the Louvre Museum"
2665,country in Oceania
1711,Israeli chess grandmaster
8410,Austrian award
4120,Romanian politician (1816-1897)
2815,"Soviet writer, poet and journalist"
2157,"association football club in Turin, Italy"
2880,German classical archaeologist
12370,Brazilian footballer
6043,Swiss tennis player
8628,Israeli sociologist (1923â€?010)
8928,American actress
11996,Norwegian footballer
3927,first minister for the Canadian province of Saskatchewan
8663,
6172,information and communications technology award
3125,American attorney and politician (born 1948)
6015,international literary award
9096,American physicist (1917-1989)
4329,person handling Finland's foreign affairs
4082,American politician (1867-1966)
6969,television award
420,canton of France
11768,Colombian footballer (1980-2020)
9676,Belgian association football player
11460,Turkish footballer
7417,American historian (Ph.D. Harvard University 1974)
5709,"American singer, songwriter, record producer, and actor (born 1981)"
5434,American football player (born 1975)
2223,"municipality in the province of JaÃ©n, Spain"
12306,Armenian association football player
9280,1992 American drama film directed by George Miller
3997,British politician (born 1963)
5186,"former commune in Dordogne, France"
11099,Portuguese footballer
4672,American academic
12534,American internet entrepreneur and businessman
8826,Dutch painter (1924-1994)
9741,under-17 association football team representing Spain
1371,"commune in Moselle, France"
299,district of Belarus
11023,American soccer player
9537,Major League Baseball first baseman in the New York Mets organization
9255,German pathologist
7149,award
11645,Polish association football player
4748,American politician (1942â€?019)
5617,American basketball coach
8934,"Hong Kong film director, writer and producer"
6583,American literary prize
10437,national association football team
7309,
5818,first rank of the French Legion of Honour
2603,"association football club from Katokopia, Cyprus"
11151,Japanese association football player
3623,politician that is a member of the Hellenic Parliament
7680,award by the World Science Fiction Society
12086,Brazilian association football player
2133,Italian comune
9996,national football team of the Men
8390,"Philosopher, historian of ideas"
2768,German biochemist
3815,American politician
6709,
1909,German politician
11269,Brazilian footballer
6693,English children's writer and illustrator
4478,position in the Parliament of Canada
12145,Costa Rican footballer
12023,"English association football player, born 1987"
1398,Italian comune
1748,Filipino-American chess player
2224,Spanish politician
3113,"British Field Marshal, Prime Minister of the United Kingdom, 1828â€?830, 1834"
1454,"urban area in SÃ¶dertÃ¤lje Municipality, Sweden"
10435,association football club in Turkey
2039,Italian UCI Professional Continental cycling team
9602,"association football club in Oxford, England"
3304,Parisian high-school
5497,Uruguayan association football player
5692,Argentine footballer
10184,"association football club in Gillingham, England"
7438,award for lifetime achievement in the humanities and social sciences
504,"commune in Val-d'Oise, France"
12433,Italian footballer
5207,"former commune in Manche, France"
2967,American politician
8977,"Black American civil rights activist, labor unionist, politician (1889-1979)"
4704,
8561,Norwegian music award
2813,German economist and social reformer (1844â€?931)
4573,French politician
5275,"former commune in Eure, France"
6609,Norwegian association football player
2726,French physiologist and parapsychologist
11508,Bulgarian footballer
4327,head of government of the Indian state of Tamil Nadu
4766,"political office of Spain, responsible for the portfolio of Grace and Justice during part of the XIX and XX centuries"
4078,Mayor of the Palace of Austrasia (708-741)
1720,Brazilian chess player
5631,"American singer, songwriter, and actress (born 1986)"
9560,association football club in France
6611,award to an outstanding scholar in the exact social sciences
12336,English footballer (born 1978)
9180,
1812,nesosilicate mineral
3185,British architect (1862-1946)
10759,association football club
9723,"Uruguayan football club based in Montevideo, Uruguay"
1586,"former commune in Orne, France"
7238,award
2240,4th Prime Minister of Belarus 2000â€?001
10179,Argentine sports club
3561,United Kingdom government cabinet minister
8982,French composer
2166,historic county of England; Celtic nation
8883,French mineralogist and geologist
43,canton of France (until March 2015)
9242,
5208,"former commune in Manche, France"
3492,Junior minister in the British Treasury
808,Italian comune
1011,"commune in Meurthe-et-Moselle, France"
6845,highest award bestowed by the nation of Peru to commend notable civil and military merit
10410,Montenegrin association football player
2705,French learned society
1836,German classical archaeologist
7615,German writer
12549,Hungarian art school in Budapest
12193,French footballer
10193,"association football club in BorÃ¥s, Sweden"
7177,American pornographic actress and director
12190,Romanian footballer
7840,award
12244,Kazakhstani footballer
5565,American actress
9336,German biochemist (1886-1944)
9582,German sports club
11319,Spanish footballer
6986,Norwegian oceanographer (1888-1957)
3179,British politician (born 1946)
8244,
11927,Italian association football player
7976,Japanese chemist (1959-)
2064,medieval Bulgar-Slavic and later Bulgarian state that existed in Southeastern Europe between the 7th and 11th centuries AD.
8569,
5957,"man, woman or idea that ""most influenced events in the preceding year"" chosen by TIME magazine"
7550,1993 Italian drama film directed by Francesca Archibugi
7833,American doctor (1925-2011)
5315,"former commune in Mayenne, France"
10695,Belgian association football club
10713,association football club in Austria
1462,Italian comune
3426,head of the Government of the Kingdom of Italy (1861-1946)
4505,
10663,Argentine footballer
11493,Mexican footballer
5046,"urban area in Sundsvall Municipality, Sweden"
1090,former municipality in Austria
3314,class of listed building in England and Wales
6493,American ballet dancer and choreographer
3556,British politician (1926-2007)
11188,English-Trinidadian footballer (born 1990)
346,"municipality in Bruck/Leitha District, Lower Austria, Austria"
6856,English operatic baritone
3887,
1749,Soviet chess player
2354,American actress
3420,President of the Philippines from 1944 to 1946
6672,
9428,
8839,Polish writer and activist
5969,
7804,
6688,
6364,annual literary award for a children's book by a British writer
4626,position of Japan cabinet
10226,Japanese professional association football club
8005,MTV Movie Award
